8, 1E4, 0, 0.011612176895141602, 0.07338571548461914, 0.4368116855621338
8, 1E5, 0, 0.011893510818481445, 0.05948901176452637, 0.5888252258300781
8, 1E6, 0, 0.05744791030883789, 0.1241455078125, 1.9160504341125488
8, 1E4, 1, 0.024796485900878906, 0.07210588455200195, 0.44902586936950684
8, 1E5, 1, 0.015985965728759766, 0.06412672996520996, 0.5891578197479248
8, 1E6, 1, 0.053350210189819336, 0.1025235652923584, 1.897681713104248
8, 1E4, 2, 0.009745597839355469, 0.05306124687194824, 0.4312429428100586
8, 1E5, 2, 0.013359785079956055, 0.07183384895324707, 0.6118841171264648
8, 1E6, 2, 0.06415724754333496, 0.07825016975402832, 1.8628711700439453
8, 1E4, 3, 0.011407136917114258, 0.046651601791381836, 0.4151723384857178
8, 1E5, 3, 0.016805171966552734, 0.0617985725402832, 0.6197667121887207
8, 1E6, 3, 0.05772066116333008, 0.10526418685913086, 1.8710148334503174
8, 1E4, 4, 0.010235309600830078, 0.06528091430664062, 0.41807079315185547
8, 1E5, 4, 0.015681743621826172, 0.07392168045043945, 0.5789651870727539
8, 1E6, 4, 0.06014561653137207, 0.12798118591308594, 1.8699543476104736
